,cohen_d
0,-1.0004229702109708
1,0.39184791480681597
2,-0.6789064389175795
3,-0.8191862862593076
4,1.104083167197918
5,0.6111202539584097
6,-2.1908910579244316
7,0.2052006859902955
8,0.1849947251469721
9,-0.07066148092298111
10,-1.3298606011711869
11,2.5706219392286247
12,0.9771949836815933
13,1.1926195666192798
14,-0.33825314147959745
15,1.6035296261191423
16,-1.3124344992692716
17,1.1938284536784085
18,0.4233600185648981
19,0.16562095971050944
20,1.4342331136127837
21,-1.8882739921438823
22,-0.8691522093393876
23,-0.8092398687521186
24,0.5430460109865147
25,1.2632839297527465
26,1.2825930908207173
27,-1.4590205313963147
28,1.6002511423015138
29,0.20109716591015622
30,2.393467727648994
31,0.4252734757762017
32,0.609151916405595
33,-1.6838090830852381
34,-0.6470441030134844
35,-1.2193277120764596
36,0.1140638008276945
37,0.48906453398781474
38,-1.2241952766792443
39,0.929769903501737
40,0.05221759358514216
41,0.06575026530991611
42,-0.6254693861559316
43,-0.1390986599611101
44,1.4864998361578483
45,-0.32630290103542603
46,0.6085571287577402
47,1.3641653125798903
48,0.8947155891068571
49,0.9543951233248912
50,-0.32267163654090236
51,1.1118759812184276
52,-2.1827408604644822
53,-0.6683404994536024
54,-0.28450069809724704
55,1.2145787925387324
56,-1.5044189486069826
57,1.5864278409804224
58,1.0330512032573083
59,1.260261116953438
60,0.6047719068194569
61,-1.7923201528845045
62,-0.31122836194076875
63,0.44100136888265457
64,0.3756197657248349
65,-0.875075172541717
66,0.3266390137835416
67,0.7691175602959073
68,0.5024825864254415
69,-0.5545990356163886
70,1.4960947214348794
71,-0.05487948563788547
72,0.8984867669065455
73,-1.3718094038148738
74,0.8874437386155574
75,1.9511078087239695
76,-0.06585154513759141
77,-0.2665986522285335
78,0.5366940844007989
79,-0.16167274402166606
80,0.33782370457202576
81,-0.2461417863703221
82,1.3010807640161355
83,1.2040879259857324
84,-1.5402289409258507
85,-1.1548661175294193
86,-0.03344476881685143
87,-0.09273651876925519
88,0.028814589815817703
89,-0.379030770349436
90,0.8128079842315182
91,0.546055868928398
92,0.29525181752135776
93,-0.5082799128452038
94,0.5590456028010627
95,1.005085569264208
96,1.3224360492733835
97,1.2339927633390373
98,-0.20529681935100647
99,1.8325618089714302
100,1.2214067260352395
101,0.47402651886624775
102,0.6847885314882969
103,0.35054529756439967
104,1.0666590189820788
105,0.17610344715890464
106,0.5279418749839843
107,1.7207047729071925
108,-0.23675590893483808
109,-0.19568172767031153
110,1.3402135819110663
111,-0.2750326391340835
112,-1.770224087350317
113,-0.04578804194458397
114,0.28471767375989876
115,0.7367802154937392
116,-0.45983900349383977
117,1.0276133745637364
118,0.03645087027488769
119,2.0536577356665027
120,-1.1562130805039517
121,-0.055255448605190965
122,-0.8779537323304313
123,-1.0384905691323914
124,0.9798971465613981
125,-2.133461188231375
126,-0.3284193967790137
127,1.5397183748718553
128,2.062728313005958
129,-1.8339392631448361
130,1.4963262358349532
131,-0.35675717862373313
132,-0.08192594996546519
133,-0.0743389754114042
134,-0.6923309606998735
135,-0.7876767707875957
136,-0.30008911523004717
137,0.4615384644513041
138,0.47146813545337724
139,0.24297540555978459
140,-0.7397990320576135
141,2.8625268511559803
142,0.10773975354970748
143,-1.388680614516652
144,-0.08806931157445493
145,-0.5037501742782657
146,-0.37315271093338925
147,-2.5998827062211545
148,-1.2099674007489787
149,-0.17870640521238132
150,-0.5172658147109003
151,1.2727699197807985
152,-2.04511630156864
153,-0.39340281069465904
154,-0.8425606512607473
155,-0.12553788277436756
156,0.07582468448207709
157,2.653043794028755
158,1.557301979265157
159,0.22329719648105614
160,-1.6500548439610896
161,1.5213318130531672
162,1.9504033307139448
163,0.8725159023113154
164,0.2318420767400629
165,0.8941569788080833
