,mean,std
681,-0.98491555,0.66976225
682,-0.97727835,0.72692686
683,-2.5198643,0.88766336
684,-1.5825682,0.9049171
685,-1.1375624,0.7098883
686,-1.0150287,0.7713245
687,-1.3133229,0.7318848
688,-0.4641258,0.8542007
689,-1.838237,0.77973694
690,-3.1077228,0.9329483
691,-1.4809989,0.6984449
692,-1.4173772,0.69239557
693,-0.9486929,0.804743
694,-2.2458947,0.9417214
695,-0.8867648,0.6366075
696,-1.2581997,0.7479114
697,-1.3990164,0.8043592
698,-1.0585111,0.7268548
699,-1.0524831,0.7417481
700,-2.306072,0.83491194
701,-1.203665,0.8615488
702,-1.1741585,0.69798213
703,-2.0168207,0.7833038
704,-0.7600109,0.7436153
705,-2.2220519,0.822922
706,-1.0403198,0.7536175
707,-0.8391878,0.74881965
708,-0.6461354,0.65882444
709,-2.117444,0.7873549
710,-1.4865177,0.85487
711,-0.536256,0.75872755
712,-1.2071531,0.7037146
713,-0.7857404,0.7380373
714,-2.010145,0.8128622
715,-1.0712091,0.75748926
716,-1.077388,0.6601609
717,-2.082523,0.7663021
718,-1.6383576,0.8773866
719,-1.6932939,0.83550566
720,-0.5573984,0.7462245
721,-0.9738767,0.7362282
722,-1.1614541,0.79962367
723,-1.052945,0.6737026
724,-0.69860965,0.69432896
725,-1.4298167,0.7362075
726,-0.9172512,0.6662657
727,-1.6487339,0.77691203
728,-1.6296026,0.81548536
729,-1.7575428,0.7962225
730,-1.6265022,0.71904993
731,-1.254218,0.7209139
732,-0.99725866,0.71373457
733,-1.3856809,0.69040495
734,-1.4445271,0.7474415
735,-1.9898875,0.6949664
736,-1.2536726,0.73360467
737,-1.0280292,0.71563303
738,-1.44624,0.70790124
739,-0.67502844,0.7011485
740,-0.56180865,0.60344774
741,-0.72419035,0.6164464
742,-0.9876512,0.7246588
743,-0.9733829,0.7480549
744,-0.80606884,0.6949109
745,-1.4486225,0.646872
746,-0.90319717,0.682891
747,-1.181764,0.7152647
748,-0.5004703,0.64927405
749,-1.0419466,0.77679545
750,-1.5339538,0.7605373
751,-1.970187,0.95019186
752,-1.3226686,0.88975686
753,-1.1386716,0.7497932
754,-1.5154449,0.6909812
755,-1.6060137,0.7501102
756,-1.813135,0.79993916
757,-1.069456,0.65264153
758,-0.8338583,0.6988705
759,-1.3165208,0.7154764
760,-1.2737746,0.63001496
761,-1.0803516,0.81928015
762,-0.7934816,0.6918087
763,-1.772952,0.73586106
764,-0.6496147,0.7072059
765,-0.6465586,0.70684636
766,-0.96668386,0.6352238
767,-1.13849,0.7150517
768,-1.6749847,0.714196
769,-1.1451259,0.6940872
770,-0.92212147,0.73891926
771,-1.0753497,0.7156855
772,-1.5851176,0.84636974
773,-1.0731556,0.7507118
774,-1.3417726,0.7370132
775,-1.5582633,0.7525072
776,-1.5065545,0.7143028
777,-0.4806968,0.6363053
778,-1.5751973,0.7316984
779,-1.3957978,0.73061645
780,-0.87617105,0.683431
781,-1.5724257,0.8089585
782,-2.107355,0.83579886
783,-1.3351017,0.73487514
784,-1.1809762,0.8305129
785,-0.8576303,0.6799549
786,-1.6005201,0.8609828
787,-2.3159578,0.829636
788,-1.4539242,0.82192737
789,-1.2997676,0.8503222
790,-1.0037249,0.6826313
791,-1.093629,0.76612747
792,-1.5551236,0.74186337
793,-0.5266173,0.6450181
794,-1.4838083,0.7484866
795,-0.5891437,0.66073745
796,-0.44751084,0.6944506
797,-1.4180086,0.8249759
798,-2.9800217,0.7791259
799,-0.7279944,0.769552
800,-2.0590847,0.8322966
801,-0.62670344,0.74050313
802,-1.956564,0.9093047
803,-1.146337,0.7653318
804,-1.640088,0.7363535
805,-1.2043985,0.77268535
806,-0.65644133,0.72563785
807,-0.5992689,0.7422768
808,-0.6792974,0.66401213
809,-0.801916,0.7594235
810,-1.1834177,0.72016335
811,-0.454609,0.70323074
812,-0.87910527,0.5763899
813,-0.8331561,0.6845324
814,-0.86084914,0.746232
815,-0.8615973,0.7135228
816,-1.1629559,0.796369
817,-1.0368068,0.7532224
818,-0.93262625,0.83514446
819,-1.4206351,0.715169
820,-2.1775665,0.80011326
821,-1.4548072,0.81777334
822,-1.2971839,0.7608004
823,-2.7947357,0.9930048
824,-1.0077331,0.7985894
825,-0.94998074,0.73337215
826,-1.3140374,0.74588716
827,-1.5598851,0.8514503
828,-1.122541,0.7420913
829,-2.5238762,0.91827583
830,-0.9557057,0.71176344
831,-0.93003243,0.7199232
832,-2.3811822,0.8570279
833,-0.77645725,0.6786461
834,-1.6207172,0.84076875
835,-1.5249617,0.7580511
836,-0.8399221,0.7219283
837,-1.0985987,0.70811146
838,-1.1185992,0.77173626
839,-2.495389,0.8313741
840,-0.77618045,0.71822
841,-1.7691249,0.866489
842,-1.245284,0.67558897
843,-0.899015,0.7076076
844,-2.2490106,0.8966467
845,-0.6640251,0.74222434
846,-0.71657276,0.6602238
847,-1.2211411,0.7552954
848,-0.6518843,0.7917311
849,-1.4429381,0.81160814
850,-0.7067894,0.6854119
851,-1.814853,0.7365561
852,-1.2274845,0.7012263
853,-0.460269,0.65510976
854,-1.3781309,0.798253
855,-2.4085732,0.861718
856,-1.1889204,0.75543207
857,-2.5073862,0.8676683
858,-0.7558009,0.7770852
859,-1.751358,0.7140694
860,-2.1891298,0.9604526
861,-1.4131653,0.6967621
862,-1.0688192,0.7420441
863,-1.1830397,0.75181943
864,-1.9092263,0.84708774
865,-1.7466422,0.69252
866,-0.76476437,0.722952
867,-1.2936406,0.7968862
868,-0.84943056,0.7489876
869,-0.75830543,0.7807501
870,-0.95358,0.7616982
871,-1.4797564,0.7562214
872,-1.1345227,0.6676202
873,-1.0353014,0.7254739
874,-0.84721357,0.66686875
875,-1.7300673,0.7778557
876,-0.9407634,0.7252782
877,-1.3039919,0.7547319
878,-1.9074148,0.74626696
879,-1.9268321,0.8227521
880,-1.1163242,0.7691489
881,-0.693015,0.71544206
882,-1.718025,0.6491613
883,-0.6847329,0.63868886
884,-0.70595473,0.71284264
885,-1.2181964,0.73475343
886,-2.034197,0.76633734
887,-1.1175168,0.6513808
888,-1.0243331,0.6963036
889,-1.5040513,0.74602807
890,-0.64240336,0.7594799
891,-0.7999488,0.7372785
892,-1.6418794,0.71495324
893,-2.0248682,0.90211594
894,-1.6658512,0.887989
895,-1.191292,0.82024604
896,-1.5881009,0.73427194
897,-2.444181,0.7810953
898,-0.7649431,0.7098753
899,-2.096331,0.720077
900,-1.1219426,0.8616624
901,-1.1921799,0.75560796
902,-0.7484694,0.7382253
903,-1.6339263,0.72032696
904,-1.2455256,0.7566857
905,-1.043176,0.69345224
906,-1.9520549,0.815397
907,-1.6325868,0.7657682
908,-1.5157712,0.76470524
909,-1.9187108,0.80356276
910,-0.5323555,0.6908993
911,-1.4344659,0.774879
912,-0.71149254,0.749361
913,-1.3768944,0.75093895
914,-1.3319696,0.7765812
915,-1.7742409,0.8543055
916,-1.0797282,0.7243775
917,-1.988504,0.8170185
918,-0.8556875,0.6504262
919,-1.0213742,0.7795465
920,-1.0531213,0.7435598
921,-1.095752,0.72419006
922,-1.8833747,0.8069558
923,-0.93345153,0.7585496
924,-1.820509,0.8352688
925,-0.6339122,0.7000438
926,-1.4341676,0.6241256
927,-1.4212894,0.717686
928,-0.7623746,0.7212574
929,-1.612435,0.6552841
930,-1.3807743,0.72505057
931,-0.76217717,0.67808235
932,-1.5213001,0.80721503
933,-0.762103,0.7345074
934,-1.2887875,0.68792915
935,-1.0899416,0.7457756
936,-2.027283,0.7782178
937,-1.4281158,0.7669641
938,-1.1875287,0.6456431
939,-1.4076353,0.8459542
940,-0.8512296,0.6823263
941,-0.63670915,0.69264615
942,-1.3233517,0.77473813
943,-0.69388217,0.75263727
