Avg (-1),Avg (1),Difference
0.0027251064,0.0007948592,-0.0019302473
0.0022133728,0.00020551322,-0.0020078595
0.0021554239,1.2939783e-05,-0.002142484
0.0035524499,0.00071142375,-0.002841026
0.01533769,0.0028095746,-0.012528115
0.0095878765,0.0011886806,-0.008399196
0.011604231,0.00050431077,-0.01109992
0.0072225663,0.00010297815,-0.007119588
0.009822264,0.00022307626,-0.009599188
0.003948729,3.054507e-05,-0.003918184
0.010943126,0.011150977,0.00020785071
0.0059234477,0.0004472826,-0.005476165
0.002308948,0.0003212449,-0.0019877031
0.006243793,0.00016188702,-0.0060819057
0.01864979,0.04886905,0.03021926
0.2404906,0.062235586,-0.17825502
0.008331717,0.0023286727,-0.0060030445
0.005778863,0.0032126426,-0.0025662205
0.011935175,0.0011103728,-0.010824802
0.03636985,0.037767105,0.0013972558
0.0029166844,0.00045405072,-0.0024626337
0.22359449,0.3159408,0.09234631
0.007390202,3.0879502e-05,-0.0073593226
0.009314184,0.012394995,0.0030808114
0.004729815,0.00092803244,-0.0038017824
0.00062934187,2.200418e-05,-0.0006073377
0.0025291217,7.4635627e-06,-0.002521658
0.0006455646,0.00021936958,-0.00042619498
0.012493345,0.0016814782,-0.010811867
0.012310379,0.00044731077,-0.011863069
0.0050319666,0.000111073095,-0.0049208933
0.00019134671,8.076281e-05,-0.000110583904
0.0059466814,0.003276261,-0.0026704203
0.002276817,0.0011386679,-0.0011381492
0.0014204512,0.0003487601,-0.001071691
0.0028290183,2.9645464e-05,-0.002799373
0.0036835915,0.00039480618,-0.0032887852
0.0015323285,8.245168e-05,-0.0014498768
0.057883643,0.0058761346,-0.052007508
0.00089820416,0.00011917663,-0.0007790275
0.0015395358,2.892041e-05,-0.0015106155
0.038151268,0.0033941423,-0.034757126
0.11926608,0.07984058,-0.0394255
0.0015327209,6.983311e-06,-0.0015257376
0.071453474,0.10271576,0.031262286
0.0011849856,5.3291144e-05,-0.0011316945
0.007918349,0.0011649684,-0.0067533804
0.0037242225,5.3805186e-05,-0.0036704172
0.0013981907,0.00029737808,-0.0011008127
0.07543942,0.12737189,0.05193247
0.008078321,0.0046052975,-0.0034730234
0.003208279,0.0011040515,-0.0021042274
0.012950336,0.02499915,0.0120488135
0.007771853,0.006729994,-0.0010418589
0.0044344384,0.00020782731,-0.004226611
0.000337272,3.0346393e-06,-0.00033423738
0.0013645107,1.5702622e-06,-0.0013629405
0.004999051,0.0003141474,-0.0046849037
0.07597892,0.0174871,-0.05849182
0.006388777,0.0035569363,-0.0028318407
0.006652083,0.0010253403,-0.0056267427
0.007953357,0.00020950018,-0.007743857
0.012045753,0.0033406012,-0.008705152
3.254633e-06,1.8589548e-08,-3.2360433e-06
0.006821402,0.00017303089,-0.006648371
0.00072313816,0.00014822275,-0.00057491544
0.0013338296,0.00016999088,-0.0011638387
0.25964966,0.015976192,-0.24367347
0.004042779,0.0014434457,-0.0025993334
0.10655392,0.022230737,-0.08432318
0.013877877,0.0013390768,-0.0125388
0.0015589072,4.789685e-06,-0.0015541175
0.15546101,0.024988117,-0.1304729
0.052184004,0.018961042,-0.033222962
0.033829566,0.010898379,-0.022931188
0.049146093,0.006142626,-0.043003466
0.026381707,0.011458481,-0.014923226
0.0001041858,4.1638647e-05,-6.254715e-05
0.0036700612,0.018483015,0.014812954
0.0013122684,1.2479522e-05,-0.001299789
0.033964243,0.048333928,0.014369685
0.0028477614,3.616325e-05,-0.0028115981
0.0047458974,0.0002893902,-0.004456507
0.00046426884,6.8814225e-06,-0.00045738742
0.0071181413,0.0007953709,-0.0063227704
0.012624947,0.0005905883,-0.012034359
0.0077610444,0.00024099191,-0.0075200526
0.040037833,0.004490852,-0.03554698
0.026726497,0.04277801,0.016051514
0.04974453,0.015443019,-0.034301512
0.007133514,0.0027685408,-0.0043649734
0.00063585787,0.00031847143,-0.00031738644
0.26644328,0.34861696,0.082173675
0.00069018843,2.8693552e-05,-0.0006614949
0.024290515,0.006527696,-0.01776282
0.0028644626,0.00020582955,-0.002658633
0.021164466,0.004971455,-0.01619301
0.011617065,0.0017895106,-0.009827555
0.003615812,0.00037848778,-0.003237324
0.00097219826,5.895026e-05,-0.000913248
0.004345446,0.0043882965,4.2850617e-05
0.0090729315,0.004831577,-0.0042413543
0.012202376,0.0050589247,-0.007143451
0.0027099587,0.0025144862,-0.0001954725
0.01670128,0.0028970311,-0.013804248
0.046361733,0.023583632,-0.022778101
0.004693855,0.00042411953,-0.0042697354
0.006628602,0.0034513387,-0.003177263
0.0036585447,5.2562286e-06,-0.0036532886
0.00044225948,4.1314506e-06,-0.00043812802
0.01367488,0.0017157111,-0.011959169
0.0067972224,0.0031674553,-0.003629767
0.001337114,5.377852e-06,-0.0013317362
0.003216759,0.001302244,-0.001914515
0.0038763168,0.00021542903,-0.0036608877
0.16975702,0.19365159,0.023894563
0.002122013,4.0781097e-06,-0.0021179349
0.006592429,0.00066719047,-0.005925238
0.0022086943,0.0003889553,-0.0018197391
0.0037943788,3.388533e-05,-0.0037604936
0.00074177183,6.7627498e-06,-0.0007350091
0.0022159538,0.0016194558,-0.000596498
0.026410343,0.0021851426,-0.024225201
0.00091449055,0.0014257482,0.0005112577
0.007847016,0.004142756,-0.0037042596
0.16173166,0.13902004,-0.02271162
0.0014790796,0.0007268837,-0.0007521959
0.036474008,0.0044012237,-0.032072783
0.0031716633,0.0012315495,-0.0019401137
0.028749736,0.012677967,-0.01607177
0.0028825123,0.00025559517,-0.002626917
0.0009314876,2.3838413e-05,-0.00090764917
0.008001144,0.0037774034,-0.0042237407
0.004190685,0.0007565899,-0.0034340953
0.0010587673,0.0010991072,4.0339888e-05
0.030543583,0.009921294,-0.020622289
0.013071858,0.00074730907,-0.012324549
0.0035091962,0.00014300967,-0.0033661865
0.0051017646,8.505847e-05,-0.005016706
0.018428572,0.019860163,0.0014315918
0.0013489043,8.461227e-05,-0.001264292
0.071066864,0.018591752,-0.05247511
0.032530412,0.0035995855,-0.028930826
0.0011988513,1.4578867e-05,-0.0011842723
0.0044708448,0.0003854296,-0.004085415
0.020417275,0.02380768,0.0033904053
0.0022003534,1.947158e-06,-0.0021984063
0.0010391114,0.00048744408,-0.0005516673
0.0016776451,8.722902e-06,-0.0016689223
0.0046850466,0.0064691557,0.001784109
0.027322734,0.011003383,-0.01631935
0.045574166,0.0041499184,-0.04142425
0.08788253,0.14996943,0.062086895
0.0037135207,0.0003512603,-0.0033622603
0.22424361,0.26552948,0.041285872
0.009312415,0.0018529636,-0.007459451
0.0021750412,2.3847174e-06,-0.0021726566
0.005074057,0.0013476281,-0.0037264288
0.003880347,0.0025706186,-0.0013097282
0.057626534,0.061448626,0.003822092
0.0007185028,0.00049400446,-0.00022449833
0.09604405,0.034275707,-0.06176834
2.9978706e-05,4.0783216e-05,1.080451e-05
0.0012914317,0.00011574991,-0.0011756818
0.002954078,0.000997853,-0.001956225
0.009717022,0.0010436251,-0.008673397
0.12912644,0.13644242,0.0073159784
0.004363721,1.7832637e-05,-0.0043458883
0.00605875,0.0010934166,-0.0049653337
0.005384932,0.00077166426,-0.0046132677
0.0002904292,2.065326e-05,-0.00026977592
0.014464051,0.01332242,-0.001141631
0.014629937,0.0054697813,-0.009160155
0.0015843386,3.951e-05,-0.0015448286
0.0051038815,0.00049178617,-0.004612095
0.01065849,0.00060582446,-0.010052665
0.0027324492,0.0018161576,-0.0009162916
0.00072286447,7.597899e-08,-0.0007227885
0.0073791267,0.00015267674,-0.00722645
0.015493561,0.001989068,-0.013504492
0.06681561,0.038737025,-0.028078582
0.0027626087,7.655866e-05,-0.00268605
0.022959935,0.007809225,-0.015150709
0.0045940094,0.00043109534,-0.004162914
0.004542414,3.636855e-05,-0.0045060455
0.42106837,0.15150145,-0.26956692
0.0025405576,0.00028646374,-0.002254094
0.0263518,0.0011090339,-0.025242766
0.040482663,0.013299565,-0.027183097
0.000725873,2.20956e-05,-0.00070377736
0.025841402,0.053278886,0.027437484
0.0013398364,3.2975004e-05,-0.0013068614
0.0025521175,9.7689135e-06,-0.0025423486
0.012449366,0.009105075,-0.003344291
0.0034545264,4.789214e-05,-0.0034066343
0.0024595622,0.0012716992,-0.001187863
0.0004374917,5.301501e-05,-0.00038447668
0.015716977,0.001031121,-0.014685856
0.094770886,0.01465758,-0.08011331
0.0037544908,0.0010027125,-0.0027517783
0.011107624,0.00012135168,-0.010986272
0.016241334,0.0002509791,-0.015990356
0.0063581737,3.5271194e-06,-0.0063546468
0.01012231,0.00042236064,-0.00969995
0.0046859356,0.00028321755,-0.004402718
0.002928275,0.00013550182,-0.002792773
0.0138071,0.00018022086,-0.013626879
0.0039553004,0.0002349633,-0.003720337
0.005930219,0.00029334993,-0.005636869
0.006005796,0.00031953643,-0.00568626
0.00017925566,1.3541252e-06,-0.00017790153
0.107579,0.034244604,-0.073334396
0.027784435,0.0033921131,-0.024392322
0.00034341938,2.7129886e-06,-0.00034070638
0.0022714837,4.843506e-05,-0.0022230486
0.00012869359,3.937082e-05,-8.932277e-05
0.009985484,0.0007376738,-0.009247811
0.0018252821,6.8292693e-06,-0.0018184528
0.1405963,0.086436115,-0.054160185
0.009738559,0.0039770855,-0.0057614734
0.0006708629,2.8379663e-06,-0.00066802494
0.00809855,0.0016671846,-0.0064313654
0.0055912477,0.00025401104,-0.0053372364
0.084755756,0.10773043,0.022974677
0.012978329,0.002747993,-0.010230336
0.015485148,0.012310532,-0.003174616
0.019394178,0.0031013717,-0.016292807
0.0015653251,0.0011209144,-0.00044441072
0.0012008362,6.619814e-05,-0.001134638
0.03270184,0.017170738,-0.0155311
0.004210051,1.5232885e-05,-0.0041948184
0.0013653499,2.1742613e-05,-0.0013436072
0.015572583,0.0010557974,-0.014516786
0.008881531,0.0010467399,-0.007834791
0.003141549,0.0007509508,-0.0023905982
0.0050332914,0.000426111,-0.0046071806
0.024879707,0.02794851,0.0030688029
0.0330951,0.029541098,-0.0035540015
0.0069066403,0.001338191,-0.0055684494
0.00015725102,1.4473599e-05,-0.00014277743
0.005415455,9.6133415e-05,-0.0053193215
0.0006040082,2.9431876e-05,-0.0005745763
0.09258726,0.14565897,0.053071707
0.0034098832,3.464679e-05,-0.0033752364
0.014956947,0.012946248,-0.0020106994
0.0015040935,0.0010043461,-0.00049974746
0.011742065,0.0018690064,-0.009873059
0.0017159869,3.6431406e-06,-0.0017123438
0.004841304,0.00032662647,-0.0045146775
0.0006564042,3.9929964e-05,-0.0006164742
0.020332139,0.004192045,-0.016140094
0.016316783,0.0030193992,-0.013297384
0.028789524,0.014937452,-0.013852072
0.0020037498,0.0024246923,0.00042094244
0.0256537,0.002072342,-0.023581358
0.06778618,0.06891469,0.0011285096
0.06021307,0.19189307,0.13168
0.0050159357,0.00030133448,-0.004714601
0.0037606764,0.0018601714,-0.0019005049
0.0024221695,0.006909294,0.0044871243
0.021999612,0.1028057,0.080806084
0.00676366,0.000105824874,-0.006657835
0.0053399946,0.0055102375,0.00017024297
0.029947346,0.029328747,-0.00061859936
0.0075843297,0.0012048106,-0.006379519
0.021807235,0.0046596867,-0.017147548
0.019329667,0.013915911,-0.005413756
0.010442966,0.003326856,-0.0071161096
0.007553469,0.0034093861,-0.004144083
0.02562328,0.004322873,-0.021300407
0.0056923367,0.0010397419,-0.0046525947
0.0068624467,4.28878e-05,-0.006819559
0.0013720662,7.675317e-06,-0.001364391
0.0011266624,4.260026e-05,-0.0010840622
0.019059652,0.0016815915,-0.01737806
0.0010238962,0.00048160972,-0.00054228643
0.007163752,0.0019155383,-0.0052482137
0.0037611946,9.446753e-05,-0.003666727
0.015604061,0.0006159567,-0.014988104
0.0041464726,0.0010587109,-0.0030877618
0.001308788,6.821497e-05,-0.001240573
0.007130313,0.0016258821,-0.005504431
0.13815339,0.12909868,-0.0090547055
0.046976108,0.019735083,-0.027241025
0.01787164,0.008558871,-0.009312769
0.03549913,0.01090461,-0.02459452
0.11185023,0.064030305,-0.047819927
0.0029492897,5.5596982e-05,-0.0028936928
0.022843705,0.009069222,-0.013774483
0.008585538,0.00046079324,-0.0081247445
0.006368639,0.0035584474,-0.0028101916
0.044057958,0.120503634,0.07644568
0.012093731,0.0050381743,-0.007055557
0.0042484156,1.1300025e-06,-0.0042472854
0.0028693036,8.487472e-06,-0.0028608162
0.0036118056,3.3623888e-05,-0.0035781818
0.03050273,0.0063856174,-0.024117112
0.0012895952,9.53679e-07,-0.0012886415
0.006704507,0.0007161292,-0.0059883776
0.012439196,0.00019672295,-0.012242473
0.015474746,0.00034707523,-0.015127671
0.005259216,0.0002999481,-0.0049592676
0.14428653,0.048392285,-0.09589425
8.3312676e-05,5.851145e-07,-8.272756e-05
0.0015363046,8.7722525e-05,-0.001448582
0.0068691075,0.00040608452,-0.006463023
0.00016602264,3.5026063e-05,-0.00013099657
0.014500439,0.00030412033,-0.014196319
0.023243656,0.010314708,-0.012928949
0.016334837,0.0022157596,-0.0141190775
0.008102678,0.00014732771,-0.00795535
0.0012706801,0.00011305793,-0.0011576222
0.0025706752,0.00038524266,-0.0021854325
0.0023771725,3.8689297e-05,-0.0023384832
0.0012243737,2.625105e-05,-0.0011981226
0.002054405,0.0005710737,-0.0014833312
0.0016273226,1.2286292e-06,-0.001626094
0.12618947,0.023784317,-0.10240515
0.012092989,0.0009870694,-0.011105919
0.0220433,0.0068948823,-0.015148418
0.03164944,0.032925095,0.0012756549
0.0030111524,0.00028313143,-0.002728021
0.0006083167,2.0078702e-05,-0.000588238
0.01836742,0.0053803087,-0.012987113
0.018890364,0.022898596,0.0040082317
0.004333968,0.00012050644,-0.004213461
0.036357936,0.04156608,0.005208146
0.047233295,0.00962124,-0.037612054
0.00013189965,0.00029826048,0.00016636083
0.06470143,0.025553925,-0.039147504
0.0028857626,0.0006257336,-0.002260029
0.030815527,0.0216959,-0.009119626
0.011879287,0.017555967,0.0056766802
0.0021202806,0.00025927572,-0.0018610049
0.0032459302,0.0003042561,-0.002941674
0.006492411,0.0005445832,-0.0059478274
0.008992831,0.0001935259,-0.008799305
0.03303804,0.0020162927,-0.031021746
0.0018717194,0.0003563037,-0.0015154157
0.0003982488,6.835233e-07,-0.00039756528
0.019532017,0.00785672,-0.011675297
0.1272848,0.067706645,-0.05957815
0.09068985,0.060651015,-0.030038837
0.0014072685,5.2363903e-06,-0.0014020321
0.040118225,0.007630432,-0.032487795
0.0026017625,6.593193e-05,-0.0025358307
0.05807244,0.012914721,-0.04515772
0.017026003,0.0012186226,-0.01580738
0.13360032,0.020354452,-0.113245875
0.011001383,0.015613586,0.0046122028
0.012033477,0.00028377684,-0.011749701
0.02413951,0.0024731185,-0.021666393
0.00074286805,6.187415e-05,-0.0006809939
0.02126344,0.00085289986,-0.02041054
0.0010265708,7.481404e-06,-0.0010190894
0.0008755109,9.0624686e-05,-0.00078488624
0.022408975,0.026890134,0.004481159
0.0059197494,0.0014534895,-0.00446626
0.10965753,0.10611535,-0.0035421848
0.024588738,0.0013650086,-0.02322373
0.0011049997,7.0193823e-06,-0.0010979803
0.008534152,0.0003601059,-0.008174046
0.0076459143,0.0005337903,-0.007112124
0.0072356784,0.00059532357,-0.0066403546
0.015409144,0.011233746,-0.0041753976
0.055951234,0.11668652,0.06073529
0.0016277838,4.7294843e-06,-0.0016230543
0.0019511431,5.1499235e-05,-0.0018996439
0.015975202,0.0040096017,-0.0119656
0.01345411,0.0004764691,-0.012977641
0.0019182689,0.000119117554,-0.0017991513
0.023991039,0.0014778859,-0.022513153
0.10934024,0.13797846,0.028638221
0.35130152,0.24556711,-0.10573441
0.008966478,0.00041203998,-0.008554437
0.0055395034,0.0001765602,-0.0053629433
0.0038061622,0.00491489,0.0011087279
0.0001523106,3.2299615e-06,-0.00014908065
0.0057294075,0.00015865244,-0.005570755
0.0037096103,0.0017704609,-0.0019391495
0.029420497,0.01614831,-0.013272187
0.01552916,0.004065972,-0.011463189
0.0046020513,0.0009711867,-0.0036308647
0.21347843,0.17311266,-0.04036577
0.014357778,0.0039342497,-0.010423528
0.0037313476,0.00021427548,-0.0035170722
0.099999,0.024588231,-0.07541077
0.009662889,0.0019526818,-0.0077102073
0.17706339,0.21647136,0.03940797
0.016505776,0.00055438455,-0.015951391
0.0028861642,0.00021259065,-0.0026735736
0.0018335182,1.1273829e-06,-0.0018323908
0.009673231,0.00015543058,-0.009517801
0.0032938954,9.815981e-05,-0.0031957356
0.003573832,0.0024380763,-0.0011357558
0.010664886,0.009379137,-0.0012857486
0.004674363,0.00016009115,-0.004514272
0.003086017,0.00055788003,-0.002528137
0.009830363,0.0006715828,-0.00915878
0.00076886406,7.887846e-06,-0.0007609762
0.009150377,0.001983274,-0.007167103
0.048866466,0.011512933,-0.03735353
0.025275864,0.0012662144,-0.024009649
0.0009343224,7.683519e-09,-0.00093431474
0.00018011981,8.336901e-06,-0.00017178291
0.00510386,0.0008810009,-0.004222859
0.018269854,0.0023725932,-0.015897261
0.007190218,0.0010973695,-0.0060928487
0.005900761,0.00024011568,-0.0056606457
0.0052320496,0.0006662805,-0.004565769
0.104037255,0.14004524,0.036007985
0.012799548,0.0011974778,-0.01160207
0.0008592681,2.4662259e-05,-0.0008346059
0.0062041255,0.00021775825,-0.0059863674
0.027056655,0.025614403,-0.0014422517
0.0028893473,0.0008289008,-0.0020604464
0.02286142,0.016149994,-0.0067114253
0.0045127524,3.2575437e-05,-0.004480177
0.008197515,0.0061181267,-0.0020793886
0.003748524,0.00089770125,-0.0028508226
0.040635,0.052204985,0.011569984
0.056826945,0.042877175,-0.0139497705
0.004691532,0.00029807683,-0.004393455
0.048058026,0.014043432,-0.034014594
0.0066247587,0.00037053012,-0.0062542288
0.2502144,0.32257247,0.07235807
0.14674252,0.2508792,0.104136676
0.015168469,0.021976547,0.006808078
0.009788148,0.053681772,0.043893624
0.15346359,0.20738728,0.053923696
0.00025004154,0.0001532907,-9.675084e-05
0.020389494,0.0065288413,-0.013860652
0.0184773,0.004370757,-0.014106544
0.13013873,0.02785595,-0.10228278
0.44274542,0.18352908,-0.25921634
0.040920883,0.007115795,-0.033805087
0.013941714,0.009713168,-0.0042285454
0.0040470967,0.00015869309,-0.0038884035
0.00072400336,1.2680203e-05,-0.00071132317
0.037854023,0.115483984,0.07762996
0.0025931767,0.0015300085,-0.0010631682
0.0058993325,0.0007929392,-0.0051063932
0.008421299,0.00039078685,-0.008030512
4.32515e-05,4.7759604e-06,-3.847554e-05
0.008850528,0.0024599063,-0.006390622
0.0028883875,2.2869099e-05,-0.0028655184
0.16128153,0.1766305,0.015348971
0.004694239,0.00088846154,-0.0038057773
0.017338622,0.0018860315,-0.015452591
0.0028304635,2.1388669e-05,-0.0028090747
0.033925936,0.008936522,-0.024989415
0.0035604173,0.0014989132,-0.0020615042
0.012880451,0.00092420133,-0.011956249
0.009965348,0.0032999415,-0.0066654067
0.002726499,0.00014738234,-0.0025791167
0.015777195,0.009657835,-0.00611936
0.1790021,0.23628506,0.057282954
0.013956626,0.00025066696,-0.013705959
0.00048680944,1.0580437e-07,-0.00048670365
0.13061704,0.49405023,0.36343318
0.0035067797,0.0007903289,-0.0027164507
0.0011201508,5.2088994e-06,-0.0011149419
0.011371229,0.0037464737,-0.007624755
0.0058574886,0.0041958014,-0.0016616872
0.0017301183,1.982323e-05,-0.0017102951
0.0027313482,0.0005550818,-0.0021762664
0.09358136,0.032980423,-0.06060094
0.10530096,0.066086195,-0.039214768
0.0043801824,0.0,-0.0043801824
0.009302588,0.0026797182,-0.00662287
0.08970989,0.019383145,-0.070326746
0.08553701,0.02216621,-0.0633708
0.019076088,0.0005332691,-0.018542819
0.0032770555,3.9781553e-06,-0.0032730773
0.0010425198,0.00023640967,-0.00080611015
0.015054679,0.012792228,-0.0022624508
0.004551228,0.0011408984,-0.0034103296
0.006464986,0.00046229735,-0.006002689
0.07443683,0.1689569,0.09452008
0.010971271,0.01565914,0.004687869
0.016727876,0.008168599,-0.008559277
0.0018906781,5.478181e-05,-0.0018358963
0.0026996136,0.00021777565,-0.002481838
0.0326371,0.003950036,-0.028687064
0.011692143,0.0067175957,-0.0049745473
0.00028313688,1.7032153e-05,-0.00026610473
0.0028416042,0.00017181429,-0.0026697898
0.00067345414,6.178599e-05,-0.00061166816
0.00805978,0.0002741932,-0.007785587
0.010183856,0.0026618866,-0.0075219693
0.00017947242,7.1885383e-06,-0.00017228388
0.044925466,0.010685232,-0.034240235
0.00086498086,4.048995e-05,-0.0008244909
0.0072766175,0.00041400746,-0.00686261
0.019099373,0.01647131,-0.0026280638
0.0012709007,0.00054788834,-0.0007230124
0.01683406,0.004920488,-0.0119135715
0.030658832,0.030134091,-0.00052474067
0.0026843138,4.0667586e-05,-0.0026436462
0.0019777892,2.7553195e-05,-0.001950236
0.0019162078,0.00012317121,-0.0017930366
0.0036991446,1.11334675e-05,-0.003688011
0.009497608,0.017404182,0.007906574
0.05412652,0.026704656,-0.027421864
0.009195981,0.0058461027,-0.003349878
0.08876541,0.01148048,-0.07728493
0.029022709,0.010493941,-0.018528767
0.0019181407,0.0009955604,-0.00092258025
0.086098686,0.023981517,-0.062117167
0.005272262,8.8665554e-05,-0.005183596
0.08282274,0.1203967,0.037573963
0.028594779,0.002210165,-0.026384614
0.0009931792,8.690818e-06,-0.0009844883
0.003951406,0.00048684957,-0.0034645565
0.05531276,0.069271855,0.013959095
0.0069426512,6.183274e-05,-0.0068808184
0.009748517,0.0143538,0.004605283
0.0016920589,5.7071547e-06,-0.0016863517
0.00492838,0.0014663744,-0.0034620054
0.17544645,0.1847867,0.009340256
0.005766992,1.1798619e-05,-0.0057551935
0.0019500651,9.165659e-05,-0.0018584086
0.050552618,0.009440481,-0.041112136
0.0028394724,0.0034637512,0.0006242788
0.0009118341,0.00017765367,-0.00073418044
0.0023752272,0.00037599987,-0.0019992273
0.033555,0.016110407,-0.017444594
0.0040208083,0.0044225785,0.00040177023
0.008140802,0.00022875787,-0.007912044
0.011274907,0.004100916,-0.007173991
0.0005568992,1.1142083e-05,-0.00054575707
0.00078853464,1.9272911e-05,-0.00076926174
0.055480745,0.011834941,-0.043645803
0.0005398306,4.0723257e-06,-0.00053575827
0.0032207856,4.3684904e-05,-0.0031771008
0.002987742,0.00068954757,-0.0022981944
0.00535521,0.00048809234,-0.004867118
0.012184936,0.0018002272,-0.010384709
0.023448136,0.0029369835,-0.020511152
0.007878479,0.0007160729,-0.0071624056
0.020689176,0.0049778195,-0.015711356
0.0020739164,0.00080764724,-0.0012662691
0.004796538,0.0004699994,-0.0043265386
0.025455823,0.019819371,-0.0056364518
0.09044735,0.008986771,-0.08146058
0.0055345576,0.0009861793,-0.0045483783
0.059323046,0.094916515,0.03559347
0.0016095522,3.225635e-06,-0.0016063266
0.039147336,0.017038953,-0.022108383
0.0001230088,2.8375714e-06,-0.00012017122
0.0020014024,5.891016e-06,-0.0019955114
0.00056939514,0.00040503233,-0.0001643628
0.016044829,0.010872013,-0.005172816
0.06659039,0.10415625,0.037565857
0.047993694,0.26915675,0.22116306
0.016257776,0.010344166,-0.0059136096
0.011298829,0.0054991613,-0.0057996674
0.002681995,0.0035544839,0.00087248883
0.0023184316,0.00038291625,-0.0019355153
0.021796424,0.0052134623,-0.016582962
0.015813012,0.0016546996,-0.014158312
0.002715724,0.00016287171,-0.0025528523
0.30726507,0.3170939,0.009828836
0.05718677,0.008663892,-0.04852288
0.003210208,0.0001160027,-0.0030942052
0.38075238,0.43969434,0.05894196
0.0077397716,0.0012302608,-0.006509511
