,cohen_d
194,-0.6334040124608387
195,-0.8346206755192119
196,-0.8100700927016853
197,-1.1018575348823758
198,-0.199193767756119
199,2.0490644949006365
200,-0.10776261423738168
201,-0.2726056996008583
202,0.13763584077250823
203,-0.022258648294058797
204,0.007689271795070318
205,-0.5963967459761549
206,-0.027947504113345067
207,0.16454050750588176
208,-0.7184312682931453
209,0.1130502762488679
210,0.0752290710199857
211,0.004851590135369989
212,-0.5516707797620847
213,-0.7052608135933933
214,-0.22943810620227434
215,-0.3934372546005297
216,-0.6649880389978864
217,-1.0252436229177784
218,0.1261917449478671
219,-0.5989587812403723
220,-0.10620705553544836
221,0.19110428933891185
222,0.05167639230014275
223,0.12791928217016313
224,-0.25347351765958265
225,-0.7332265708420799
226,0.08655090935621532
227,-0.49208493714663226
228,-0.12829266841870582
229,-0.45815636602123133
230,-0.03702922019045885
231,-0.10040865287849966
232,-0.12467360906758734
233,0.07906025037377303
234,-1.0364841951739086
235,-0.5436327198696674
236,-0.8898303617914608
237,-1.3729056592853435
238,-0.055881219592652284
239,-0.3739030754168001
240,-0.13002480862599383
241,-0.3860746482229277
242,-0.09308227383207925
243,0.24510462234443944
244,-0.04094266935223174
245,0.15616047540807151
246,-0.17610838850875257
247,-1.726347571106537
248,-0.28368573206005443
249,-0.5367516527697113
250,-0.11427564992358923
251,0.35716335359777557
252,-0.18380815567259892
253,-0.1510171976570821
254,0.23312149757894196
255,-0.5742525942864933
256,-0.038486579466426675
257,-0.37632849743831515
258,-0.41958728315424576
259,-0.5434660837459967
260,-0.31592445527778273
261,-0.6271575273757665
262,-0.4198216057536325
263,-0.5231082340781598
264,-0.34012553716410143
265,-0.22943916084434995
266,-0.32195619455175406
267,-0.22852751508840047
268,0.7162749979789317
269,0.11138455560697964
270,0.10236399295891917
271,-0.4193548749026029
272,-0.6546368995333696
273,0.24796259736718848
274,-1.4406428305781813
275,-0.23969961719168859
276,0.3150023296688716
277,0.02905605521745496
278,0.08404187552177965
279,-0.8343159459870744
280,-0.36020096652537936
281,-0.12334743912394501
282,-0.7179927312606513
283,-0.5390848815395253
284,-0.7547425373344833
285,0.31443484147465484
286,-1.2839117670586957
287,0.07339008458894174
288,0.16995152022991658
289,-0.40422961886607
290,-0.38248841179831544
291,-0.9416620952734723
292,0.33087646686173816
293,-0.8689609559879959
294,0.22156368008132343
295,0.07397472687637041
296,-0.0675033738807961
297,-0.17925558310711742
298,-0.16811610658730142
299,0.06344190413365525
300,-0.21842667788911457
301,0.013913383111004426
302,-0.793099764928358
303,0.027507827521160922
304,0.17327834462805636
305,0.5125641306156785
306,-0.3748318069388064
307,0.1512902457554316
308,0.2592902308940599
309,-0.4770123704093724
310,-1.4379080190692428
311,-1.389755026318087
312,0.35377196922794996
313,0.040694943025470456
314,-1.3788875706965382
315,-0.5666340183317071
316,0.05050098640257562
317,-0.11506104214446053
318,0.12522595213834783
319,-0.21813054384127448
320,-0.292486299275476
321,-0.12936388093800522
322,0.3172358672607573
323,-0.15244746460031203
324,-0.3343441700899481
325,-0.04112215390714769
326,-0.7847737047083547
327,-0.13560696493906546
328,0.20042707534709175
329,-0.4084048259990923
330,0.302235175396752
331,0.703245970294272
332,-0.2540317122695
333,-0.559186929992248
334,-0.021769436477118313
335,-0.5132646440912553
336,-0.23941863456361986
337,-0.13166528893592994
338,-0.08990333766697063
339,-0.37222795271611575
340,0.07578658515763392
341,0.17607810362673704
342,-0.49768060866712643
343,-0.9583188332530451
344,0.5524986257925223
345,-0.5321788485160579
346,0.07090642711454166
347,0.030741542586885256
348,-0.8414650671914703
349,0.17044270430782968
350,-1.1454487923713657
351,-0.06432112422283275
352,-1.1350284170631506
353,0.5338583403865097
354,-0.22948041517343554
355,-0.6260416844150548
356,-0.3748506519767294
357,0.26619339364493727
358,-0.39916340101508063
359,-0.16121034184066158
360,0.06903743616346043
361,-0.8014948437151702
362,-0.27583916154742677
363,0.015626182624219196
364,-0.704454630284963
365,-0.6980544660971794
366,-0.9655168798714704
367,0.1908756838858897
368,-0.18953307675951714
369,0.16849890768973788
370,0.1385662294536999
371,0.02883637758405317
372,-0.157994597717053
373,-0.7805094073555231
374,0.6969636123469131
375,0.4148097414640345
376,-0.3630251852696001
377,-0.17096940864108406
378,-0.22256639710660858
379,-1.0945057378865664
380,0.013671420655280068
381,-0.2670032633680219
382,-0.436457738299203
383,0.6200892579595279
384,0.21366695686061316
385,0.06399803258834175
386,-0.4895977901577437
387,-0.06000266092932369
388,-0.5018535706005146
389,0.3715632947761499
390,-1.1503850613386248
391,-0.9307197309510475
392,0.8771257216270509
393,0.0008480076477612864
394,0.26240979809595205
395,-0.03285085559006917
396,-0.1110810058510401
397,-0.10517054694202657
398,-0.4922973820627679
399,-0.16150578884899783
400,0.13414585708826024
401,0.21479574609329055
402,0.2866176464639101
403,-0.019868967147919747
404,-0.3749956400789321
405,-0.0559951857476282
406,0.2975824337312887
407,-0.8268699004118963
408,-0.007723669167186281
409,-0.39853776883381264
410,-1.3576833461813407
411,-0.3766466945613619
412,-0.14605326387624165
413,-0.5280554008584537
414,-0.18240553020731978
415,-0.43943507418639366
416,0.0014625670590825545
417,0.6362577535573432
418,-0.11801588509452753
419,-0.7393119119388721
420,0.07089819652779025
421,0.022493580256658333
422,0.06794239197299985
423,-0.0006082376356329224
424,-0.16418614397130277
425,-1.5115000428308127
426,0.47668965112221073
427,-0.10235681690547897
428,-0.016118878551422085
429,0.1843344104260049
430,-1.0968810079716185
431,0.344253609428446
432,-0.5506356582804208
433,-0.1744241603292073
434,-0.4148442395484739
435,-0.2747578912754268
436,0.20028587291149166
437,-1.2159720777680785
438,0.24398031799286368
439,-1.4144942078714215
440,-0.17370962711691232
441,-0.7807506072984931
442,-0.6385216937937237
443,-0.24893120624915047
444,-1.0788062586399214
445,-0.32091010579716267
446,0.23911645463821213
447,-0.7634593292584195
448,-1.2227226761548498
449,0.16018015601731106
450,-0.4362486271906256
451,-0.046907929928202606
452,-0.12660280674458463
453,0.268839436200515
454,-0.1537422736717747
455,-0.937259816052718
456,-0.173505922369921
457,-0.12429317087643892
458,-1.6455469610205304
459,0.14211573733034114
460,0.5441640416783665
461,-0.057573172396258775
462,0.26549395556924615
463,-0.4628304662179662
464,0.07900687732762947
465,-0.33671621324421874
466,-0.3435526091569635
467,0.41585532140354337
468,-0.3613357120569097
469,0.43434328770569947
470,0.1410651011177212
471,0.38910250007409286
472,0.2424495302562813
473,-0.15675150112982095
474,-0.01832465807302281
475,-0.9153646385429011
476,-0.5621762781898598
477,0.15931137491363573
478,-1.0660614714150345
479,-0.7188384460404292
480,0.07500451740510863
481,-1.3799703594548074
482,0.3745020855205269
483,0.6423562900244605
484,0.3680110088713792
485,-0.2535354072834542
486,0.266693852446262
487,0.06609944824972105
488,0.17935457743784056
489,-0.03387576869772057
490,-0.147873015036427
491,-0.073685827295068
492,-1.468646350411049
493,-1.7122883926083843
494,-0.11811352763437752
495,-2.019794048572727
496,-0.3896828124949216
497,-0.25713606512004494
498,-1.4329061781883004
499,-0.33092784739679254
500,-1.7909927817376468
501,-0.1005543850235734
502,-0.21982036339979277
503,0.061355572710910015
504,-0.4464595866584147
505,-0.08349867633284844
506,-0.34841892754293263
507,-0.005132323741326503
508,-0.09371666399727804
509,0.015301429409940033
510,0.26588474905569603
511,0.15737910917606754
