,mean,std
367,-0.35707462,1.6266991
368,-2.2221262,0.7587857
369,-0.7072706,1.6375264
370,-0.011664247,1.6332395
371,-2.0166664,0.67277265
372,-2.3574617,0.78734934
373,-1.4461514,0.51043373
374,-0.8301504,1.6699104
375,-0.39236015,1.7730099
376,0.23275091,1.7528285
377,-2.207804,0.8048221
378,-1.8992543,0.6470623
379,-1.6711468,0.6343903
380,-0.06937806,1.8330302
381,-0.100109,1.8024845
382,-1.9034207,0.6360354
383,-2.7209494,0.8150445
384,-2.7662647,0.81184894
385,-2.4120352,0.82313895
386,-1.8472384,0.60148245
387,-2.1113973,0.7921593
388,-0.44775447,1.7255749
389,-1.8633543,0.5877885
390,-1.5147433,0.55121326
391,-2.3125024,0.83014476
392,3.1855876,1.9526352
393,1.4184915,2.568265
394,-2.267766,0.70371336
395,-1.8367888,0.62708664
396,0.40672374,1.6465234
397,0.026682077,1.857084
398,-1.8861008,0.5982359
399,-1.6385776,0.61146486
400,0.2554563,1.6316628
401,-2.5287263,0.8515833
402,-1.713323,0.62978023
403,-1.8167973,0.6794615
404,-1.9182124,0.7192057
405,-2.0897465,0.76045656
406,-2.028476,0.6251053
407,-1.6052606,0.6072611
408,-1.6785822,0.61730224
409,0.41301268,1.818216
410,-1.509429,0.5447366
411,-2.0583146,0.65693605
412,-2.3424757,0.8072742
413,-1.6403297,0.59908473
414,-2.046501,0.7393758
415,0.07094273,1.6623867
416,-1.3471986,2.431988
417,-2.6842945,0.7850445
418,-2.144227,0.65897596
419,-2.2232642,0.66428095
420,-0.06519447,1.6833568
421,-1.9892642,0.6488004
422,-1.9187353,0.7553508
423,0.37426734,1.7131298
424,-2.304893,0.785667
425,-2.788668,0.67519665
426,-2.2379773,0.7737995
427,-1.8583994,0.6184995
428,-1.6741179,0.6406944
429,-2.4958723,0.8195814
430,-1.9022838,0.60608
431,-1.9504784,0.671587
432,0.40306938,1.8471904
433,-2.198224,0.728089
434,0.5292381,1.7484226
435,-1.8527642,0.6319458
436,-2.2131176,0.7352419
437,-2.0986636,0.6650625
438,-2.474452,0.70747185
439,-1.852622,0.6211872
440,-1.8748884,0.63496214
441,-2.5420902,0.7969713
442,-2.3870924,0.72859347
443,0.37372947,1.7373613
444,-2.022665,0.75762445
445,-1.568254,0.5940022
446,0.0037867692,1.6037887
447,-2.291019,0.7065736
448,-2.244082,0.7154705
449,-2.0453908,0.6599607
450,-2.0051463,0.6633391
451,-1.8033626,0.6202048
452,-2.4263554,0.82369417
453,-1.8845834,0.66857004
454,-0.05836773,1.5834776
455,-2.268261,0.7703376
456,-0.21417771,1.6358378
457,-2.0860767,0.75057274
458,-1.9193326,0.6510861
459,-2.130885,0.7627223
460,-0.40872258,1.78675
461,-2.1286647,0.71420175
462,-2.1895313,0.6778781
463,-2.377545,0.6665752
464,-1.9904829,0.7124253
465,-1.7787384,0.64405024
466,-2.0027213,0.64838636
467,-0.5102606,1.6850481
468,-1.6101842,0.57387865
469,-2.4285126,0.8787962
470,-2.3576462,0.7669371
471,-0.2588931,1.8234509
472,-2.1733384,0.687225
473,-2.2218647,0.77637005
474,-2.0969722,0.7723679
475,-2.1861384,0.8066023
476,-1.8434386,0.6085247
477,-1.7492775,0.57998896
478,-2.030117,0.7322174
479,-1.6213994,0.6190443
480,-2.2421448,0.7544759
481,-2.1910238,0.6338224
482,-0.47043893,1.5625024
483,-2.478419,0.87867093
484,-0.23821479,1.7637634
485,-1.8393484,0.6705102
486,0.35700765,1.6739311
487,-2.1072514,0.7312522
488,0.22928302,1.7295364
489,-1.721451,0.7135676
490,-1.9160858,0.6832558
491,-2.2015996,0.72032636
492,-1.7421815,0.6417532
493,-1.8608676,0.732615
494,-1.7828496,0.64879036
495,-0.10568245,1.6969815
496,0.25874197,1.8273902
497,-2.6542885,0.7904097
498,-1.8104339,0.65890867
499,-2.0254595,0.62691987
500,-2.0878186,0.6060922
501,-1.9170355,0.6761388
502,-2.0575514,0.66877437
503,-2.310709,0.74290675
504,-1.8998498,0.70396614
505,0.10826116,1.7886373
506,-2.1877248,0.77446276
507,-2.104126,0.73089534
508,-2.2150276,0.6626759
509,-1.996358,0.66051143
510,-1.8508471,0.69552255
511,0.05583003,1.6123115
